Title,Labels
ram vilas paswan dalit leader ljp death. The bridge,10
economy policy rbi infaltion covid 19. A dovish stance,10
idli sambar poverty india. A very Indian dish,10
ram vilas paswan death dalit ljp. Ram Vilas Paswan used his political capital to speak for the most vulnerable,10
nobel prize literature poet louise gluck. Nobel to Gluck privileges a literature whose job is to resist redemption or enchantment,10
school reopen education fees private covid pandemic. Back to school,10
farm laws claims and reality. Farm laws  Claims and reality,10
nobel prize chemistry microbiologist emmanuelle charpentier biochemist jennifer doudna. Journey and the prize,10
antitrust case against google cci smart tv. Ensure fair play,10
shaheen bagh protest anti caa sit ins supreme court. Dissent  to order,10
public private partnerships infrastructure projects coronavirus nirmala sitharaman. Reviving private investment in infrastructure will be key in post-Covid recovery,10
october 9 1980 forty years ago police in house. October 9  1980  Forty Years Ago  Police In House,10
shaheen bagh caa protests supreme court. Unless public spaces are freely available for demonstrations  we will remain a mute democracy,10
hathras case dalit woman u police justice. Justice  after Hathras  Crime against women needs a more purposeful response,10
hathras case up police pandemic. The Hathras dead-end  What does the UP govt so ferociously seek to protect ,10
assisted reproductive technology regulation bill surrogacy. Assisted Reproductive Technology Bill needs a thorough review,10
diego schwartzman an inspiration beyond his accolades. Diego Schwartzman  an inspiration beyond his accolades,10
forty years ago october 8 1980 assam talks. Forty Years Ago  October 8  1980  Assam Talks,10
call social media to account. Digital space is serving as the scene of sex crime. We need to frame a response,10
covid 19 global crisis local response. Global crisis  local response  Emphasis must be on Covid-19 data disaggregated by geographies  vulnerabilities,10
on mankading. On Mankading,10
tamil nadu assembly elections eps ops. EPS and OPS,10
pm narendra modi 20 years politics bjp. Modi s leadership is evolving  even as his opponents continue to be in a time warp,10
reserve bank of india flexible inflation economy coronavirus monetary policy committee. Rethinking the trade-off  RBI needs to take a wider view of growth slowdown,10
school shutdown coronavirus pandemic. Back to school,10
artificial intelligence raise 2020 summit indian economy. Artificial intelligence solutions built in India can serve the world,10
new education policy welfare state to philanthropic society. Welfare state to philanthropic society,10
the long road to universal health. The long road to universal health coverage,10
forty years ago october 7 1980 iran port city falls. Forty Years Ago  October 7  1980  Iran Port city falls,10
german ambassador walter lindner winds of change. A new wind,10
up cm yogi adityanath crime hathras rape. Since Yogi Adityanath became CM  culture of violence and impunity has taken root in UP,10
indian constitution absence of women parliament. The absence of women  What India can learn from Kenya,10
hathras case protests up police yogi adityanath conspiracy theory. Conspiracy theory,10
gst compensation states covid pandemic. Spirit of mutuality,10
migrant workers coronavirus job opportunities. Labour codes reforms will help to build a future of work that is safer  fairer,10
pm narendra modi govt bjp jp nadda. Reason for Modi s longevity as an elected leader is his ability to challenge himself,10
migrant workers crisis coronavirus employment mgnrega. Poorest districts with largest number of migrants are ones that need to generate employment,10
is the nobel peace prize relevant. Is the Nobel Peace Prize relevant ,10
my victim your victim hathras rape uttar pradesh. My victim  your victim,10
women scientists india workplaces inclusivity. It will require concerted efforts to make the workplace inclusive for women scientists in India,10
game begins again pakistan govt imran khan. Game begins  again,10
goals and penalties facebook oversight board us elections. Goals and penalties,10
bihar elections ljp bjp jdu nitish kumar. Downsizing Nitish,10
good laws in bad times farm bills agriculture coronavirus crisis. Farm bills can achieve a lot  but in a crisis year government should exercise caution,10
pm narendra modi muslim community india vote bank politics bjp govt. PM Modi has worked for Muslim community  while breaking sway of vote bank politics,10
forty years ago october 6 1980 jk speaker election. Forty Years Ago  October 6  1980  J K speaker election,10
insolvency law ibc corporate debt resolution bankruptcy code nirmala sitharaman. Asset reconstruction companies must be allowed to turn around distressed businesses,10
quad ministerial meeting indo pacific tokyo india forrign policy jaishankar. Confusion reigns on what the Quad is and its future in India s international relations,10
babri masjid demolotion ayodhya. A time to introspect,10
compounding the coronavirus pandemic. Compounding the pandemic,10
us elections 2020 donald trump joe biden. Institutional oddities of US polity mean Trump could win an election he lost,10
the way of the school. Quality of education  not religiosity  must be road ahead for Muslim community,10
china drives quad. China drives Quad,10
economist isher judge ahluwalia dead. The camaraderie Isher Ahluwalia shared with women was rich and fulfilling.,10
indian constitution democracy citizenship covid job loss. The new ordinariness is the basis of majoritarianism. The ordinary person is no longer an empirical entity,10
rainfall surplus agricultural growth farm reforms. Reading the rain,10
coronavirus impact economy lifestyle governance vikram singh mehta. Covid could make govts look at inherited structural problems through a different prism,10
forty years ago october 5 1980 pms letters. Forty Years Ago  October 5  1980  PM s Letters,10
economy micro small and medium enterprises unemployement. Greening MSMEs,10
atmanirbhar bharat without shortcuts covid 19 pandemic. Atmanirbhar without shortcuts,10
farm laws protests apmc msp p chidambaram. Farm laws   not choice  just noise,10
hathras dalit gangrape case up police tavleen singh. Hathras case is a mirror in which we see the flaws of Indian democracy  and the sight is frightening,10
hathras dalit woman gangrape case up. Who am I  An oppressed Dalit  a suppressed woman ,10
rules of professional etiquette in 2020. Civility is always welcome but the greatest courtesy in an office is an atmosphere free of gender-based complications,10
labour farm bills pm modi parliament. Labour  farm Bills signal the end of inspector raj  freedom for farmers,10
trai new tariff order nto high court. Tread lightly please  Prescribing channel pricing for all genres is problematic,10
pakistan rape cases imran khan protest. In Pakistan  protest over a rape turned into an anti-government movement,10
hathras gangrape case dalit woman up police. Hathras case  It is our collective dignity and decency that is erased forever,10
forty years ago october 3 1980 battle rages on. Forty Years Ago  October 3  1980  Battle rages on,10
economic crisis migrant labour bills covid 19 change. There is much in the labour codes that needs to be discussed and debated,10
hathras gangrape case up police congress tmc. Outlaw,10
supreme court gujarat factories act labour laws. Listen to the court,10
rahul tewatia ipl rajasthan royals cricket. IPL s fairy tale,10
mahatma gandhi the cosmopolitan. Gandhi  the Cosmopolitan,10
mahatma gandhi jayanti gandhism the only way forward for the world. Gandhi for the world,10
farm bills parliament opposition. Rules  precedent were ignored to push through anti-farmer Bills in Rajya Sabha,10
vikram betaal sankar chandamama comics. King and the ghost,10
forty years ago october 2 1980 iran iraq. Forty Years Ago  October 2  1980   Iran-Iraq War,10
hathras gangrape case uttar pradesh court. Brutality of Hathras crime  brazen police abdication  have shaken and shamed us all,10
mahatma gandhi jayanti 2 october. Gandhi s true legacy could help address the democracy deficit in today s world,10
us presidential elections 2020 donald trump vs joe biden debate. The war over Justice Ruth Bader Ginsburg s legacy may overtake all other issues,10
central government finances cga. Borrow to spend,10
mahata gandhi non violence teaching. Gandhi s morality wasn t denial of politics. His idealism was completed by realism,10
fcra donations ngo amnesty. Back to foreign hand,10
a moment for regeneration and introspection. A moment for regeneration and introspection,10
dalai lama mahatma gandhi jayanti bharat ratna october 2. A Gandhi in our midst,10
forty years ago october 1 1980 indira and. Forty Years Ago  October 1  1980  Indira and CPM,10
babri masjid demolition ayodhya court. Acquittals in Babri demolition case are a blot on CBI  it must be liberated from political influence,10
mahatma gandhi non violence freedom struggle. Gandhi s was a creative resistance that acknowledges and also transcends past hurts,10
jaswant singh former defence minister death. Jaswant Singh  Underneath the intimidating facade was a mellow man with a great sense of humour,10
babri masjid demolition ayodhya. The demolition,10
hathras dalit woman gangrape. Impunity in Hathras,10
japan airline gender neutral announcements. Passengers please note,10
sp balasubramaniam death musician work. Celebrate  don t mourn  S P Balasubrahmanyam,10
education labour agriculture sector reforms farmers msmes. Education  labour and agriculture reforms will usher in individual freedom,10
needed an overarching national vision. Needed  An overarching national vision,10
the post truth history of gandhis racism. The post-truth history of Gandhi s  racism ,10
rbi monetary policy committee. A costly pause,10
donald trump us elections income tax. Poor Trump,10
china pakistan india fatf. As China-Pakistan ties become wider  India must prepare for implications,10
india women scientist institutes. Open the door,10
sad punjab bjp farmer protest. SAD exit from NDA may not hurt BJP much but will shake up political game,10
coronavirus lockdown policing police reforms soft skills. Policing during the pandemic has underscored need for soft skills,10
india universities education system university discussion on students college protests. Universities are training grounds for citizenship  teamwork and leadership,10
forty years ago september 30 1980 iran dominates seas. Forty Years Ago  September 30  1980  Iran dominates seas,10
a combative federalism gst compensation. A combative federalism,10
mahatma gandhi non violence autobiography tolstoy ahimsa social service. Finding Gandhi today,10
babri masjid demolition case hearing supreme court lk advani murli manohar joshi. A day before verdict in Babri Masjid demolition case  a message from the epics,10
pm modi un speech united nations com.sorceshare.userstore.security council members india. By calling out the UN on Covid  PM Modi emerged as the voice of many nations too,10
tending to the neighbourhood south asia india. There is no happy end-state in India s relations with its neighbours,10
bollywood drugs case sushant singh rajput death deepika padukone sara ali khan. Destroying Bollywood s credibility for partisan-political purposes harms national interest,10
isher judge ahluwalia icrier economist death. Isher Judge Ahluwalia was inspired by issues of urbanisation and governance,10
forty years ago september 29 1980 claims on oil hub. Forty Years Ago  September 29  1980  Claims on oil hub,10
s p balasubrahmanyam spb songs movies. Singer for the ages,10
india sri lanka ties modi rajapaksa meeting. Only lip service,10
shiromani akali dal bjp alliance end walkout farm bills. End of a pact,10
heartcare during the coronavirus pandemic. Heartcare during the pandemic,10
ram mandir ayodhya babri masjid riots rss bjp. A commission for reconciliation,10
ishar judge ahluwalia death economist montek singh ahluwalia. Isher Judge Ahluwalia will be missed as independent academic and institution-builder,10
fields of change farm bills farmer protests. Indian agriculture has changed since Green Revolution. Reform is about giving farmers choice,10
farm bills farmer protests parliament rajya lok sabha. On farm bills  government must get its act together  but Opposition is misguided,10
jaswant singh death bjp atal bihari vajpayee. Jaswant Singh stood for a more inclusive India  a kinder BJP,10
farm bills parliament monsoon session farmer protests. In Monsoon Session  government violated norms to push through anti-farmer laws,10
forty years ago september 28 1980 iraq gets upper hand. Forty Years Ago  September 28  1980  Iraq Gets Upper Hand,10
the right redress farmer protests farm bills msp. The right redress,10
the navigator jaswant singh union minister death. The navigator,10
the malicious whistleblower freedom of speech media. The malicious whistleblower,10
insolvency and bankruptcy amendment bill msme sector covid 19. No panacea for stressed assets,10
farm bill protest modi govt p chidambaram. Fooling all the people all the time,10
ncb bollywood drugs case actors tavleen singh.  Reporters  were so drunk with their power to smear Bollywood s biggest stars that they failed to fulfil their primary role,10
the men behind apmc msp and procurement. The men behind APMC  MSP and procurement,10
parliament bjp sad farm bills congress. Inside Track  The absence from India which has triggered the biggest buzz is not of a politician,10
harvest of distrust farmers protest punjab haryana tamil nadu. Farm bills are seen by farmers to deliver freedom   not to them  but to private capital,10
clueless in west asia israel uae peace deal trump. Pakistan may not be intellectually flexible enough to deal with Arab-Israel thaw,10
forty years ago september 26 1980 iran bombed. Forty Years Ago  September 26  1980  Iran Bombed,10
player and pundit dean jones heart attack death. Player and pundit,10
in between state bihar elections 2020 bjp jdu. In between state,10
delhi riots shaheen bagh anti caa nrc. It is silly to link the anti-CAA protests to the subsequent riots of February,10
hole in accounts cag report on gst compensation cess. Hole in accounts,10
india economy inflation monetary policy committee. In crisis  play by the book  Discarding the principles of sound public policy could end up doing more harm than good,10
covid 19 infrastructure health gdp spend. Covid crisis underlines need to invest in healthcare  infrastructure  environment,10
malnutrition the silent pandemic. Malnutrition  the silent pandemic,10
coronavirus pandemic failures covid 19 healthcare system. A pandemic of failures,10
the technology front india china lac border dispute us. Ladakh face-off may be linked to India aligning with US against Chinese tech players,10
can we slice apart the river kaifi azmi shabana mee raqsam. Mee Raqsam  a tribute to Kaifi Azmi  is a reiteration of our pluralistic heritage  identity,10
drawing a red line s y quraishi. There are several models that can both preserve media independence as well as regulate it,10
you dare not speak delhi riots anti caa protests police. PB Mehta writes  Delhi riots chargesheet invents conspiracy and enemy  as per script,10
national education policy 2020 nep. NEP 2020 fails those trapped in vicious cycles of disadvantage,10
forty years ago september 25 1980 war intensifies. Forty Years Ago  September 25  1980  War Intensifies,10
the peacocks call partition of india daphia bai aisha bi. The peacock s call,10
prepare for the shot coronavirus covid vaccine. Prepare for the shot,10
narcotics control bureau deepika padukone sushant singh rajput death case bollywood drugs rhea chakraborty. Hold the nose,10
india china lac border dispute talks. Facade of dialogue,10
parliament monsoon session netting agreement financial contracts bjp congress. A cautious step forward,10
bills of ingratitude. Farm Bills reveal an inexplicable insensitivity and ingratitude towards farmers,10
the g in ngo. The G in NGO,10
us troops in afghanistan donald trump com.sorceshare.userstore.security forces us war. Geopolitical imperatives make it difficult for US to withdraw forces from Afghanistan,10
importing a failed experiment. Social Stock Exchange is yet to take off in any country,10
modi government rti electoral bonds election commission of india monsoon sesssion. Government is promoting a culture of secrecy  undermining legislation such as RTI,10
india china ladakh conflict disengagement rajnath singh. India  China must shift focus to maintenance of status quo along each other s perception of LAC,10
heart of hope. Heart of hope,10
friends neighbours. Friends   neighbours,10
make in india pharma sector essential medicines price. Self-reliance and the patient,10
medicines at a keyboards click national digital health mission. Medicines at a keyboard s click,10
september 23 1980 forty years ago iran iraq war. September 23  1980  Forty Years Ago  Iran-Iraq war,10
the pandemmys. The Pandemmys,10
what labour needs. What labour needs,10
the custodian. The custodian,10
no country for appeasement. Under PM Narendra Modi  India is no country for appeasement and victim card politics anymore,10
bills against farmers. Farm bills  silent on MSP  will throw small farmers to big sharks,10
sero survey results coronavirus pandemic. Sero survey provide information on effect of interventions  trends in new infections,10
world happiness report india ranking covid 19 gdp. We need a paradigm shift to deliver the skill of happiness,10
farm bills parliament monsoon session agriculture sector msp hardeep s puri. We must not allow political opportunism to overshadow the key measures enunciated through farm bills,10
sudarshan tv supreme court suresh chavhanke. An act of judicial statesmanship,10
kamala harris an american daughter. Kamala Harris  An American daughter,10
september 22 1980 forty years ago andhra cong drama. September 22  1980  Forty Years Ago  Andhra Cong drama,10
justice for equality. Justice for equality,10
the wrong answer. The wrong answer,10
fincen files express investigation piercing the veil. Piercing the veil,10
farmer protest farms bills modi govt agriculture sector. Farm Bills will give farmers greater choice. Opposition must rise above partisan politics,10
kesavananda bharati supreme court lets define the core. Basic structure doctrine is vague  open to interpretations of individual judges,10
parliament monsoon session farm bills modi govt railroading the bill. PB Mehta writes  Betrayal of procedure in Parliament is not just about technicalities. Deference to process builds trust,10
coronavirus job loss employment industrial revolution. We need to plan for Tech 4.0-driven creative destruction in employment,10
india united nations com.sorceshare.userstore.security council unsc tenure. Current political fragmentation is an opportunity to restructure India s traditional approach to the UN,10
covid 19 pandemic medical care coronavirus hospitals. Burden of deferred medical care during a pandemic,10
failing the sanitation worker again manual scavengers bill. Failing the sanitation worker again,10
scholar and artist kapila vatsyayan. Kapila Vatsyayan sought the worlds of scholarship and practice with equal passion,10
the opening in doha. Search for peace in Afghanistan will not succeed unless all parties relinquish entrenched thinking,10
towards tolerance. Towards tolerance,10
supreme court sudarshan tv upsc jihad freedom of press. Freedoms exercised by all mediums disseminating news are the cornerstone of our republic,10
bully pulpit farm bills parliament monsoon session. Bully   Pulpit,10
atmanirbhar bharat project pm modi coronavirus economic package india. Action plans should be prepared to ensure success of Atmanirbhar Bharat project,10
national statistical office india gdp trade revenue. India will have to swim against the tide to capture shrinking pie of global trade,10
september 21 1980 forty years ago assam talks limbo. September 21  1980  Forty Years Ago  Assam talks limbo,10
mining minerals privatisation atmanirbhar bharat covid 19 pandemic. Problematic quest for tangible assets,10
healthy diet for adolescents. Healthy diet for adolescents,10
states gst compensation borrow p chidambaram. Promise broken  states broke,10
delhi riots caa nrc muslims tavleen singh. Pandemic has brought a temporary lull in hate campaign launched against Indian Muslims,10
chandra bhan prasad dalit rights suraj yengde. Chandra Bhan Prasad utilised his glamour and name to advance the Dalit cause,10
life in a slower world covid 19 pandemic. This is that rare year in adulthood  when all you can do is to sit back  and observe the mundane,10
gundecha brothers sexual harassment hindustani music tm krishna. The guru-shishya structure is inherently prone to abuse. It needs to be demolished,10
delhi riots chargesheet uapa watali judgment. Chargesheets   fairy tales  When police produce voluminous chargesheets  a judge should be suspicious,10
coronavirus pandemic ipl tournament cricket. The game starts,10
pm narendra modi reforms sambit patra. PM Narendra Modi has connected the reform agenda to the common man,10
coronavirus vaccine oxford university astrazeneca. Talk it through,10
harsimrat kaur badal sad agriculture reform punjab farmers. In and out,10
jhulelal shahbaz qalandar hindu muslim pakistan. The symbiosis of religions under the singing saint in Sindh lasted three centuries,10
sudarshan tv case hate speech propaganda. Whichever way the Sudarshan TV case turns out  dark days lie ahead,10
lal shahbaz qalandar qalandar jhulelal song sindhi pakistani. Jhulelal And Peace,10
when india challenged the un. When India challenged the UN Charter,10
how amu was founded. How AMU was founded,10
pm narendra modi birthday bjp govt schemes. PM Narendra Modi has changed the discourse and connected with the people,10
public policy higher education social media hate speech moderation. The role of technology in education speaks of a transfer of a moral function  and an abdication,10
india against corruption prashant bhushan arvind kejriwal anna hazare rss ashutosh. If Prashant Bhushan believes Kejriwal  Anna Hazare were propped up by RSS  then I beg to differ,10
coronavirus covid 19 pandemic and federalism. India s response to Covid-19 reflects the power  problems  potential of federalism,10
bihar elections dalit politics kanshi ram fragmented vote. Dalit assertion and politics is dependent on dominant parties in Bihar,10
booker prize 2020 avni dosh sexism racism english. Open book,10
homosexuality india gay rights lgbt hindu marriage act. Out and equal,10
china spying zhenhua data insecurity tiktok chinese apps. Data insecurity,10
forty years ago september 18 1980. Forty Years Ago  September 18  1980,10
covid 19 coronavirus pandemic fatigue who. Fatigue in the Covid fight grows,10
employee friendly corporatisation. Employee-friendly corporatisation,10
india economy coronavirus pandemic brazil welfare government spending. India should opt for income support so that pandemic does not turn into a financial crisis,10
pm narendra modi birthday bjp government policies. At 70  PM Modi has come to represent the spirit of the times,10
narendra modi 70 birthday bjp government yogi adityanath. In six years  PM Modi has transformed the narrative within India  and outside it,10
india china border dispute galwan valley ladakh. A new strategy  combining diplomatic and military means  is needed to counter Beijing,10
swami agnivesh arya samaj teesta setalvad saffron and secular. Saffron And Secular,10
forty years ago september 17 1980. Forty Years Ago  September 17  1980,10
donald trump coronavirus pandemic joe biden california. Science knows,10
upsc jihad suresh chavhanke d y chandrachud indu malhotra km joseph islamophobia. Sorry  Your Lordship,10
sebi mutual funds multi cap schemes. Regulatory uncertainty,10
pm modi pradhan sevak of new india. PM Modi  Pradhan Sevak of New India,10
limits of a limited war line of actual control ladakh india china. Limits of a limited war,10
swami agnivesh dead saffron secular teesta setalvad. Swami Agnivesh s commitment to plurality  rationality within faith never wavered,10
for a digital world data privacy more democratic. For a digital world  more democratic,10
forty years ago september 16 1980. Forty Years Ago  September 16  1980,10
onion export ban prices farmers. Wrong way out,10
food retail inflation capital inflows currency appreciation rbi. With high inflation  capital inflows  currency appreciation  tough decisions are needed,10
pm narendra modi birthday swachh bharat mission and pradhan mantri ujjwala yojana. As PM Modi turns 70  he will be conscious of the need to navigate new  complex realities,10
supreme court kesavananda bharati vs state of kerala judgment indian constitution. To be a  constant irritant  to untrammelled power is the very essence of judicial duty,10
judiciary independence supreme court judges chief justice. Judiciary is being disparaged for personal and political gain,10
telecom sector operators jio airtel market monopoly. Strengthening competition in telecom is key to realising India s digital ambitions,10
lok sabha monsooon session modi china ladakh question answer. Question   Answer,10
venus planet life phosphine vital sign. Vital sign,10
a committed socialist raghuvansh prasad singh rjd. Raghuvansh Prasad Singh  A committed socialist,10
nep 2020 an education policy for the 21st century. An education policy for the 21st century,10
china coronavirus origin wuhan india covid 19 tracker. Could a 2020 war with India attempt to restore Xi s shaky position in China,10
national education policy rural education schools. NEP 2020 ignores crisis in education among the marginalised majority in rural India,10
two theatres of peacemaking. India s framework of non-involvement is unlikely to survive wave of change in Afghanistan and Arabia,10
forty years ago september 15 1980. Forty Years Ago  September 15  1980,10
indian navy china plan awakening ladakh galwan us. For China  maritime awakening came in last century. In India  it is long overdue,10
china hybrid warfare zhenhua intelligence big data cyberattacks ladakh galwan. China watching,10
kangana ranaut establishments warrior bjp shiv sena rhea chakraborty. Kangana Ranaut  who cast herself as Bollywood s disruptor  takes on a new role,10
farmer protests apmc haryana punjab. Speak to the farmer,10
raghuvansh prasad singh death rjd lalu secular socialist. Secular socialist,10
polarising for profit technology mob lynching covid pandemic migrant workers. Polarising for profit,10
ramesh pokhriyal nishank m visvesvaraya birth anniversary engineering. Nation builders and innovators,10
sri lankan constitutional law changes minorities violence. Return of executive presidency threatens to undermine Sri Lanka s pact with minorities,10
question hour cancelled parliament monsoon session coronavirus. Cancelling Question Hour erodes constitutional mandate of parliamentary oversight over executive action,10
poshan maah india malnutrition index global hunger index. Challenge to nurture India has become bigger with the outbreak of COVID-19,10
delhi riots chargesheet caa protests nrc hindu muslim violence. Nearly seven months after Delhi violence  a continuing attempt to target dissenting voices,10
swami agnivesh death activism attack gandhi communism poverty. Swami Agnivesh believed that a theocratic state was dangerous,10
aligarh riots forty years ago september 14 1980. Forty Years Ago  September 14  1980,10
afghanistan peace deal taliban doha ashraf ghani. Road from Doha,10
delhi riots sitaram yechury yogendra yadav caa protests nrc jayati ghosh. The Dog Whistle,10
forging institutional partnerships in higher education. Forging institutional partnerships in higher education,10
covid lessons for patients bodies thalassemia. COVID lessons for patients  bodies,10
parliament monsoon session bills modi govt p chidambaram. Coercive federalism on display,10
rhea chakraborty media trial drugs case sushant singh rajput. Rhea and her family have been sacrificed at the altar of lynch mob journalism,10
monsoon parliament session priyanka gandhi son. Inside Track  Raihan Rajiv Vadra is more interested in photography than in politics,10
rhea chakraborty media trial sushant singh rajput. Give me Rhea s fortitude any day,10
india china border dispute pla ladakh tibet. India and China might not want war  but will not be able to will peace either,10
india china border diplomacy talks ladakh modi. A new equilibrium  India is spelling out its red lines  politically and diplomatically,10
national law school nlsiu bengaluru clat 2020 exam covid pandemic. With new exam  National Law School of India University does students a disservice,10
india china border talks narendra modi diplomacy oic. From China to the Arab world  India is playing its geo-strategic cards effectively,10
pakistan islamic utopia ideology clerics khaled ahmed. Pakistan sees its face in the mirror and doesn t like what it sees,10
india china border dispute jaishankar wang yi talks. Five point reprieve,10
oxford astrazeneca covid 19 vaccine trials suspended. Better late,10
india covid 19 unlock social distancing. Lonely in the crowd,10
the politics of being anti student politics. The politics of being anti student politics,10
forty years ago september 12 1980 indo iranian amity. Forty years ago  September 12  1980  Indo-Iranian amity,10
meat consumption mental health reports. Reports linking meat consumption with mental health are based on a flawed understanding,10
democracy in question parliament question hour. Democracy in question  If questions are disallowed in Parliament  more will be asked outside it,10
sushant singh rhea chakraborty case dont look back in anger. Society that lives in denial of its trauma and rage will turn on itself  as we have turned on Rhea Chakraborty,10
jan dhan yojana digital payment app. An army of helpers could be raised to facilitate transactions  complete transformation,10
southwest monsoon kharif crops india farmers. Monsoon twist,10
former india president pranab mukherjee death. Pranabda struck a chord with people of Bangladesh with his wisdom and warmth,10
gst implementation compensation state vs centre. On GST compensation  the way out requires states to come forward to work with Centre,10
provident fund savings pf coronavirus. Crisis   safety net,10
september 11 1980 forty years ago strife in moradabad. September 11  1980  Forty Years Ago  Strife in Moradabad,10
oscars academy of motion pictures george floyd protests.  OscarsSoDiverse,10
coronavirus covid 19 technology globalisation healthcare. With a little help from globalisation,10
rhea chakraborty media sushant singh rajput case. In Sushant Singh Rajput case  verdicts issued on TV a subversion of due processes,10
labour migration in south asia women migration coronavirus. Movement of peoples in South Asia calls for building solidarities  collective action,10
india coronavirus health workers. The facilitator,10
suicide prevention day sushant singh rajput suicide case media trial. Sushant Singh Rajput case mirrors an ailing nation. We need to build a more compassionate society,10
mother tongue english medium regional language national education policy. The NEP reboot  Mother tongue versus English isn t the real issue,10
communist party of china president xi jinping politics. Xi s actions and ensuing elite power struggles are neither extraordinary nor new in communist politics in China,10
kesavananda bharati edneer mutt kasaragod dead constitution supreme court. Launching vicious campaign against judges in the event of an adverse verdict threatens judiciary s independence,10
september 10 1980 forty years ago pakistan gives. September 10  1980  Forty Years Ago  Pakistan Gives Assurance,10
elon musk gpt 3 computer. Computer language,10
students vs. Students vs Rowdies,10
now is the time for new transformative decisions and interventions to transform health services in india. Now is the time for new  transformative decisions and interventions to transform health services in India,10
pm kisan scheme msp farmers. Farmers are paying more  even under schemes meant for their benefit,10
rbi government indian economy pandemic. Coordinated inequilibrium strategy between RBI and govt is most effective policy response in pandemic,10
novak djokovic us open. Djokovic vs Djokovic,10
20th amendment bill sri lanka government rajapaksa. Amending to destroy,10
cash strapped businesses lockdown rbi term loans. Reorganising debt,10
september 9 1980 forty years ago conflict. September 9  1980  Forty Years Ago  Conflict zones,10
rural land holdings economy rural investment farmers agitation. Consolidation of land holdings has been uneven across states,10
coronavirus pandemic healthare services social support for elderly. Inadequate medical care  lack of social support  is testing resilience of elderly,10
china population crisis birthrate one child policy. China s Communist Party has sought to cover up population crisis by obfuscating census data,10
the coronavirus and other diseases. The virus and other diseases,10
gdp contraction indian economy. Evidence shows that GDP decline is due to COVID-19. Economy is recovering strongly in unlock phase,10
indian economy negative growth gdp contraction. Coordinated fiscal and monetary policies will be needed to  finance higher deficits,10
kesavananda bharati vs state of kerala supreme court judgment constitution amendments. Legacy that endures,10
kangana ranaut com.sorceshare.userstore.security shiv sena sushant singh rajput death case. Misogyny  left   right,10
uae israel relations iran. UAE-Israeli breakthrough must be seen in the context of moves to contain Iran,10
indian economy gdp decline nirmala sitharaman gst coronavirus narendra modi govt. From mismanaging Covid to worsening economic distress  government missteps abound,10
un global food price index coronavirus lockdown. Signs of recovery,10
india foreign policy china border row ladakh conflict s jaishankar mea. Strategic communities can learn from all traditions of statecraft. Jaishankar s book is a call to fill Indian deficit,10
september 8 1980 forty years ago assam talks in peril. September 8  1980  Forty Years Ago  Assam talks in peril,10
too soon for school national education policy 2020. Too soon for school,10
literacy india mass movement covid 19. Mass movement for literacy,10
forty years ago september 7 1980 assam talks. Forty Years Ago  September 7  1980  Assam Talks,10
delhi metro unlock coronavirus cases. Unlocking the metro,10
india china borde dispute jaishankar wei fenghe moscow. Keep talking,10
tax economy contraction covid 19. Tax system needs efficiency in case selection  consistency in assessment,10
assam accord nrc caa kamala harris. As a committee suggests a new definition of  Assamese   a new cut-off year,10
gst compensation payments shortfall centre cess. Centre s stance on GST compensation to states is untenable  legally and morally,10
supreme court narendra modi government. Supreme Court s apparent reluctance to question government on consequential issues affects its moral authority,10
coronavirus economy recovery apple microsoft google. Post-COVID  new normal  might be marked by greater economic  social and political divisions,10
k s bajpai at home in the world. K S Bajpai  at home in the world,10
girl child education women empowerment aastha maggu. Field notes from Thar,10
india economy slowdown act of god p chidambaram. The worst affected economy,10
narendra modi india economy slowdown china border tavleen singh. Modi seems oblivious to what his Finance Minister has publicly admitted,10
when the best laid plans go awry. Sushant Singh Rajput s death provides a glimpse into the social forces that drive isolation,10
new education policy nep marginalised. NEP will add to the existing rural-urban divide that has caused great damage to the marginalised,10
a salute to the teachers. Pandemic has confronted us with the challenge of redefining our role   as friends  communicators and healers,10
forty years ago september 5 1980 warning by indira. Forty Years Ago  September 5  1980  Warning By Indira,10
bengaluru violence delhi riots caa nrc hindu muslim. When the state is silent  it becomes the citizen s duty to speak up and express dissent,10
david graeber prophet of wall street. Prophet of Wall Street,10
nrc assam citizenship caa. Living on the edge,10
congress crisis internal democracy p raman. Why internal democracy is not going to be enough to fix the Congress,10
coronavirus economy impact gdp data. Spending to revive,10
imran khan pakistan pm oppositions. Two years of Imran Khan  His sheen has worn off  but a decimated opposition keeps his power intact,10
facebook hate speech censorship fake news complaints. We must ask tough questions about Facebook s role. But problem of freedom  civility  censorship goes deeper,10
india secularism constitution ram temple. A secularism more inclusive,10
covid frontline workers caring for the caregivers. Caring for the caregivers,10
forty years ago september 4 1980 impasse on assam. Forty Years Ago  September 4  1980  Impasse On Assam,10
pubg mobile game ban. A different game,10
parliament session coronavirus question hour. Masking the question,10
national education policy open campus. NEP s vision for drawing foreign universities to India requires fine-tuning,10
ayodhya ram temple construction mahatma gandhi ramrajya. The road from the Ram Temple  Polarisation has created more heat than light,10
coronavirus oxford vaccine trial phase 3. Science of armour,10
islamic state india un report islamic state. UN report flagging IS threat underlines why India cannot lower its guard,10
indian first quarter gdp growth decline coronavirus impact madan sabnavis. Govt can make a difference by altering its stance on fiscal policy  increasing capital spending,10
coronavirus mortality rate covid 19. Covid mortality rate is falling. But long-term morbidity needs to be monitored,10
